"","id","sample.size","ncase","ncontrol","sex","category","subcategory","unit","group_name","build","consortium","year","population","trait","note","pmid","filename","nsnp","delimiter","header","mr","chr_col","pos_col","oa_col","ea_col","snp_col","pval_col","beta_col","se_col","eaf_col"
"2408","finn-b-R18_CRAMP_SPASM",218131,587,217544,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Cramp and spasm","R18_CRAMP_SPASM",NA,"finngen_R5_R18_CRAMP_SPASM.gz",16380465,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2409","finn-b-R18_DISTU_SKIN_SENSA",211464,3916,207548,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Disturbances of skin sensation","R18_DISTU_SKIN_SENSA",NA,"finngen_R5_R18_DISTU_SKIN_SENSA.gz",16380443,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2410","finn-b-R18_DISTU_SMELL_TASTE",196928,545,196383,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Disturbances of smell and taste","R18_DISTU_SMELL_TASTE",NA,"finngen_R5_R18_DISTU_SMELL_TASTE.gz",16380347,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2411","finn-b-R18_DIZZI_GIDDI",211271,14888,196383,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Dizziness and giddiness","R18_DIZZI_GIDDI",NA,"finngen_R5_R18_DIZZI_GIDDI.gz",16380415,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2412","finn-b-R18_DYSPHAGIA",165465,3497,161968,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Dysphagia","R18_DYSPHAGIA",NA,"finngen_R5_R18_DYSPHAGIA.gz",16380224,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2413","finn-b-R18_DYSPNOEA",218214,16574,201640,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Dyspnoea","R18_DYSPNOEA",NA,"finngen_R5_R18_DYSPNOEA.gz",16380465,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2414","finn-b-R18_ELEVATED_BLOOD_GLUCOSE_LEVEL",212911,907,212004,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Elevated blood glucose level","R18_ELEVATED_BLOOD_GLUCOSE_LEVEL",NA,"finngen_R5_R18_ELEVATED_BLOOD_GLUCOSE_LEVEL.gz",16380459,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2415","finn-b-R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO",213097,1093,212004,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity","R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO",NA,"finngen_R5_R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO.gz",16380460,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2416","finn-b-R18_ENLARGED_LYMPH_NODES",175392,2393,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Enlarged lymph nodes","R18_ENLARGED_LYMPH_NODES",NA,"finngen_R5_R18_ENLARGED_LYMPH_NODES.gz",16380270,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2417","finn-b-R18_FAECAL_INCONTINENCE",163165,1197,161968,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Faecal incontinence","R18_FAECAL_INCONTINENCE",NA,"finngen_R5_R18_FAECAL_INCONTINENCE.gz",16380213,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2418","finn-b-R18_FASCICULATION",218131,130,218001,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Fasciculation","R18_FASCICULATION",NA,"finngen_R5_R18_FASCICULATION.gz",16380465,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2419","finn-b-R18_FEVER_OTHER_UNKNO_ORIGIN",182744,9745,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Fever of other and unknown origin","R18_FEVER_OTHER_UNKNO_ORIGIN",NA,"finngen_R5_R18_FEVER_OTHER_UNKNO_ORIGIN.gz",16380312,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2420","finn-b-R18_FLATU_RELATED_CONDI",162080,112,161968,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Flatulence and related conditions","R18_FLATU_RELATED_CONDI",NA,"finngen_R5_R18_FLATU_RELATED_CONDI.gz",16380205,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2421","finn-b-R18_GANGRENE_NOT_ELSEW_CLASSIFIED",163205,82,163123,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Gangrene, not elsewhere classified","R18_GANGRENE_NOT_ELSEW_CLASSIFIED",NA,"finngen_R5_R18_GANGRENE_NOT_ELSEW_CLASSIFIED.gz",16380214,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2422","finn-b-R18_GENERAL_SYMPTOMS_SIGNS",218792,45793,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","General symptoms and signs","R18_GENERAL_SYMPTOMS_SIGNS",NA,"finngen_R5_R18_GENERAL_SYMPTOMS_SIGNS.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2423","finn-b-R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED",173405,406,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Haemorrhage, not elsewhere classified","R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED",NA,"finngen_R5_R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED.gz",16380261,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2424","finn-b-R18_HAEMORRHAGE_RESPI_PASSA",168840,5717,163123,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Haemorrhage from respiratory passages","R18_HAEMORRHAGE_RESPI_PASSA",NA,"finngen_R5_R18_HAEMORRHAGE_RESPI_PASSA.gz",16380254,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2425","finn-b-R18_HEADACHE1",186344,13345,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Headache","R18_HEADACHE1",NA,"finngen_R5_R18_HEADACHE1.gz",16380371,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2426","finn-b-R18_HEARTBURN",163062,1094,161968,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Heartburn","R18_HEARTBURN",NA,"finngen_R5_R18_HEARTBURN.gz",16380242,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2427","finn-b-R18_HEPATOM_SPLENO_NOT_ELSEW_CLASSIFIED",162105,137,161968,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Hepatomegaly and splenomegaly, not elsewhere classified","R18_HEPATOM_SPLENO_NOT_ELSEW_CLASSIFIED",NA,"finngen_R5_R18_HEPATOM_SPLENO_NOT_ELSEW_CLASSIFIED.gz",16380205,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2428","finn-b-R18_HYPERHIDROSIS",173405,406,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Hyperhidrosis","R18_HYPERHIDROSIS",NA,"finngen_R5_R18_HYPERHIDROSIS.gz",16380259,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2429","finn-b-R18_ILL_D_UNKNO_CAUSES_MORTA",218792,443,218349,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Ill-defined and unknown causes of mortality","R18_ILL_D_UNKNO_CAUSES_MORTA",NA,"finngen_R5_R18_ILL_D_UNKNO_CAUSES_MORTA.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2430","finn-b-R18_ISOLATED_PROTEINU",218591,392,218199,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Isolated proteinuria","R18_ISOLATED_PROTEINU",NA,"finngen_R5_R18_ISOLATED_PROTEINU.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2431","finn-b-R18_LACK_EXPEC_NORMAL_PHYSIO_DEVELOPMENT",173395,396,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Lack of expected normal physiological development","R18_LACK_EXPEC_NORMAL_PHYSIO_DEVELOPMENT",NA,"finngen_R5_R18_LACK_EXPEC_NORMAL_PHYSIO_DEVELOPMENT.gz",16380271,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2432","finn-b-R18_LOCALIZED_SWELL_MASS_LUMP_SKIN_SUBCU_TISSUE",212408,4860,207548,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Localized swelling, mass and lump of skin and subcutaneous tissue","R18_LOCALIZED_SWELL_MASS_LUMP_SKIN_SUBCU_TISSUE",NA,"finngen_R5_R18_LOCALIZED_SWELL_MASS_LUMP_SKIN_SUBCU_TISSUE.gz",16380451,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2433","finn-b-R18_MALAI_FATIG",180362,7363,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Malaise and fatigue","R18_MALAI_FATIG",NA,"finngen_R5_R18_MALAI_FATIG.gz",16380305,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2434","finn-b-R18_MOUTH_BREAT",218153,7282,210871,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Mouth breathing","R18_MOUTH_BREAT",NA,"finngen_R5_R18_MOUTH_BREAT.gz",16380465,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2435","finn-b-R18_NAUSEA_VOMITI",166077,4109,161968,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Nausea and vomiting","R18_NAUSEA_VOMITI",NA,"finngen_R5_R18_NAUSEA_VOMITI.gz",16380244,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2436","finn-b-R18_OEDEMA_NOT_ELSEW_CLASSIFIED",177277,4278,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Oedema, not elsewhere classified","R18_OEDEMA_NOT_ELSEW_CLASSIFIED",NA,"finngen_R5_R18_OEDEMA_NOT_ELSEW_CLASSIFIED.gz",16380280,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2437","finn-b-R18_OTHER_ABNORMALITI_PLASMA_PROTEINS",212150,146,212004,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other abnormalities of plasma proteins","R18_OTHER_ABNORMALITI_PLASMA_PROTEINS",NA,"finngen_R5_R18_OTHER_ABNORMALITI_PLASMA_PROTEINS.gz",16380459,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2438","finn-b-R18_OTHER_ABNORMAL_FINDI_BLOOD_CHEMIS",212375,371,212004,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other abnormal findings of blood chemistry","R18_OTHER_ABNORMAL_FINDI_BLOOD_CHEMIS",NA,"finngen_R5_R18_OTHER_ABNORMAL_FINDI_BLOOD_CHEMIS.gz",16380459,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2439","finn-b-R18_OTHER_ABNORMAL_FINDI_URINE",218381,182,218199,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other abnormal findings in urine","R18_OTHER_ABNORMAL_FINDI_URINE",NA,"finngen_R5_R18_OTHER_ABNORMAL_FINDI_URINE.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2440","finn-b-R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM",212237,233,212004,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other abnormal immunological findings in serum","R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM",NA,"finngen_R5_R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM.gz",16380459,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2441","finn-b-R18_OTHER_GENERAL_SYMPTOMS_SIGNS",173543,544,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other general symptoms and signs","R18_OTHER_GENERAL_SYMPTOMS_SIGNS",NA,"finngen_R5_R18_OTHER_GENERAL_SYMPTOMS_SIGNS.gz",16380264,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2442","finn-b-R18_OTHER_ILL_D_UNSPE_CAUSES_MORTA",218692,343,218349,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other ill-defined and unspecified causes of mortality","R18_OTHER_ILL_D_UNSPE_CAUSES_MORTA",NA,"finngen_R5_R18_OTHER_ILL_D_UNSPE_CAUSES_MORTA.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2443","finn-b-R18_OTHER_LACK_COORD",209569,200,209369,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other lack of coordination","R18_OTHER_LACK_COORD",NA,"finngen_R5_R18_OTHER_LACK_COORD.gz",16380441,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2444","finn-b-R18_OTHER_SKIN_CHANG",208978,1430,207548,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other skin changes","R18_OTHER_SKIN_CHANG",NA,"finngen_R5_R18_OTHER_SKIN_CHANG.gz",16380436,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2445","finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS",163842,719,163123,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other symptoms and signs involving the circulatory and respiratory systems","R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS",NA,"finngen_R5_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS.gz",16380219,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2446","finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE",203525,7142,196383,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other symptoms and signs involving cognitive functions and awareness","R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE",NA,"finngen_R5_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE.gz",16380411,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2447","finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN",164560,2592,161968,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other symptoms and signs involving the digestive system and abdomen","R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN",NA,"finngen_R5_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN.gz",16380211,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2448","finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_GENERAL_SENSA_PERCEP",196870,487,196383,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other symptoms and signs involving general sensations and perceptions","R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_GENERAL_SENSA_PERCEP",NA,"finngen_R5_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_GENERAL_SENSA_PERCEP.gz",16380348,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2449","finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS",215935,6566,209369,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other symptoms and signs involving the nervous and musculoskeletal systems","R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS",NA,"finngen_R5_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS.gz",16380457,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2450","finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM",203974,1064,202910,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other symptoms and signs involving the urinary system","R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM",NA,"finngen_R5_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM.gz",16380429,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2451","finn-b-R18_PAIN_ASSOCIATED_W_MICTU",204441,1531,202910,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Pain associated with micturition","R18_PAIN_ASSOCIATED_W_MICTU",NA,"finngen_R5_R18_PAIN_ASSOCIATED_W_MICTU.gz",16380433,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2452","finn-b-R18_PAIN_NOT_ELSEW_CLASSIFIED",176810,3811,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Pain, not elsewhere classified","R18_PAIN_NOT_ELSEW_CLASSIFIED",NA,"finngen_R5_R18_PAIN_NOT_ELSEW_CLASSIFIED.gz",16380273,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2453","finn-b-R18_PAIN_THROAT_CHEST",187732,24609,163123,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Pain in throat and chest","R18_PAIN_THROAT_CHEST",NA,"finngen_R5_R18_PAIN_THROAT_CHEST.gz",16380345,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2454","finn-b-R18_POLYURIA",206250,3340,202910,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Polyuria","R18_POLYURIA",NA,"finngen_R5_R18_POLYURIA.gz",16380442,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2455","finn-b-R18_RASH_OTHER_NONSPECIFIC_SKIN_ERUPT",209088,1540,207548,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Rash and other nonspecific skin eruption","R18_RASH_OTHER_NONSPECIFIC_SKIN_ERUPT",NA,"finngen_R5_R18_RASH_OTHER_NONSPECIFIC_SKIN_ERUPT.gz",16380436,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2456","finn-b-R18_RETEN_URINE",207909,4999,202910,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Retention of urine","R18_RETEN_URINE",NA,"finngen_R5_R18_RETEN_URINE.gz",16380442,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2457","finn-b-R18_SENILITY",173104,105,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Senility","R18_SENILITY",NA,"finngen_R5_R18_SENILITY.gz",16380262,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2458","finn-b-R18_SHOCK_NOT_ELSEW_CLASSIFIED",173103,104,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Shock, not elsewhere classified","R18_SHOCK_NOT_ELSEW_CLASSIFIED",NA,"finngen_R5_R18_SHOCK_NOT_ELSEW_CLASSIFIED.gz",16380261,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2459","finn-b-R18_SOMNOLENCE",218792,173,218619,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Somnolence","R18_SOMNOLENCE",NA,"finngen_R5_R18_SOMNOLENCE.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2460","finn-b-R18_SOMNO_STUPOR_COMA",197109,726,196383,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Somnolence, stupor and coma","R18_SOMNO_STUPOR_COMA",NA,"finngen_R5_R18_SOMNO_STUPOR_COMA.gz",16380348,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2461","finn-b-R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED",214803,1068,213735,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Speech disturbances, not elsewhere classified","R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED",NA,"finngen_R5_R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED.gz",16380436,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2462","finn-b-R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE",174346,1347,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Symptoms and signs concerning food and fluid intake","R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE",NA,"finngen_R5_R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE.gz",16380270,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2463","finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_APPEA_BEHVI",196476,93,196383,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Symptoms and signs involving appearance and behaviour","R18_SYMPTOMS_SIGNS_INVOLVI_APPEA_BEHVI",NA,"finngen_R5_R18_SYMPTOMS_SIGNS_INVOLVI_APPEA_BEHVI.gz",16380347,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2464","finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS",218792,55669,163123,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Symptoms and signs involving the circulatory and respiratory systems","R18_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS",NA,"finngen_R5_R18_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2465","finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_COGNITION_PERCEP_EMOTIONAL_STATE_BEHVI",218792,22409,196383,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Symptoms and signs involving cognition, perception, emotional state and behaviour","R18_SYMPTOMS_SIGNS_INVOLVI_COGNITION_PERCEP_EMOTIONAL_STATE_BEHVI",NA,"finngen_R5_R18_SYMPTOMS_SIGNS_INVOLVI_COGNITION_PERCEP_EMOTIONAL_STATE_BEHVI.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2466","finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN",218792,56824,161968,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Symptoms and signs involving the digestive system and abdomen","R18_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN",NA,"finngen_R5_R18_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2467","finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_EMOTIONAL_STATE",196788,405,196383,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Symptoms and signs involving emotional state","R18_SYMPTOMS_SIGNS_INVOLVI_EMOTIONAL_STATE",NA,"finngen_R5_R18_SYMPTOMS_SIGNS_INVOLVI_EMOTIONAL_STATE.gz",16380348,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2468","finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS",218792,9423,209369,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Symptoms and signs involving the nervous and musculoskeletal systems","R18_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS",NA,"finngen_R5_R18_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2469","finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE",218792,11244,207548,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Symptoms and signs involving the skin and subcutaneous tissue","R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE",NA,"finngen_R5_R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2470","finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_SPEECH_VOICE",218792,5057,213735,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Symptoms and signs involving speech and voice","R18_SYMPTOMS_SIGNS_INVOLVI_SPEECH_VOICE",NA,"finngen_R5_R18_SYMPTOMS_SIGNS_INVOLVI_SPEECH_VOICE.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2471","finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM",218792,15882,202910,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Symptoms and signs involving the urinary system","R18_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM",NA,"finngen_R5_R18_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2472","finn-b-R18_SYNCO_COLLAP",181139,8140,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Syncope and collapse","R18_SYNCO_COLLAP",NA,"finngen_R5_R18_SYNCO_COLLAP.gz",16380313,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2473","finn-b-R18_UNKNO_UNSPE_CAUSES_MORBIDI",174224,1225,172999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Unknown and unspecified causes of morbidity","R18_UNKNO_UNSPE_CAUSES_MORBIDI",NA,"finngen_R5_R18_UNKNO_UNSPE_CAUSES_MORBIDI.gz",16380266,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2474","finn-b-R18_UNSPE_HAEMATU",209529,6619,202910,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Unspecified haematuria","R18_UNSPE_HAEMATU",NA,"finngen_R5_R18_UNSPE_HAEMATU.gz",16380439,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"2475","finn-b-R18_UNSPE_JAUND",162664,696,161968,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Unspecified jaundice","R18_UNSPE_JAUND",NA,"finngen_R5_R18_UNSPE_JAUND.gz",16380208,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
